,id,lastpage,seed,age,gender,gender[other],colorVision,experiencePacman,experienceAI,experienceAI2[1],experienceAI2[2],experienceAI2[3],experienceAI2[4],experienceAI2[5],experienceAI2[other],outcomeAI[1],randVideoSeed,randnumber,retrospectionClicks2,Intention2,retrospection2[1],retrospection2[2],retrospection2[3],retrospection2[4],retrospection2[5],retrospection2[6],RetrospectionConf2[predictConf1],RetrospectionExpl2,retrospectionClicks3,Intention3,retrospection3[1],retrospection3[2],retrospection3[3],retrospection3[4],retrospection3[5],retrospection3[6],RetrospectionConf3[predictConf1],RetrospectionExpl3,retrospectionClicks1,Intention1,retrospection1[1],retrospection1[2],retrospection1[3],retrospection1[4],retrospection1[5],retrospection1[6],RetrospectionConf1[predictConf1],RetrospectionExpl1,explSatisfaction1[1],explSatisfaction1[2],explSatisfaction1[3],explSatisfaction1[4],explSatisfaction1[5],explSatisfaction1[6],comment1,videoClicks2A,videoClicks2B,trustBool2,trustConfidence2[confidence1],trustExpl2,videoClicks3A,videoClicks3B,trustBool3,trustConfidence3[confidence1],trustExpl3,videoClicks1A,videoClicks1B,trustBool1,trustConfidence1[confidence1],trustExpl1,explSatisfaction2[1],explSatisfaction2[2],explSatisfaction2[3],explSatisfaction2[4],explSatisfaction2[5],explSatisfaction2[6],comment2,bonus,code,interviewtime,demographicsTime,retro2Time,retro3Time,retro1Time,trust2Time,trust3Time,trust1Time,retrospection1Points,retrospection1Goal,retrospection2Points,retrospection2Goal,retrospection3Points,retrospection3Goal,trust1correct,trust2correct,trust3correct
126,275,17,1517155957,3.0,1.0,,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0,5.0,2,2,3.0,"To understand some of the deeper concepts, such as data mining, natural language processing, and driving software, you need to know the three basic AI ",1.0,0.0,1.0,0.0,1.0,0.0,5.0,"Intelligent agents have four main characteristics: “An agent is a computer software system whose characteristics are situatedness, autonomy",2.0,intelligent agents as they use sensors to perceive a request made by the user and the automatically collect data from the internet without the user's help,1.0,0.0,1.0,0.0,1.0,0.0,6.0, poker game where a machine beats human where in which all rules and moves are fed into the machine. ,2.0,An agent's percept sequence is the complete history of everything that the agent has ever perceived,1.0,0.0,1.0,1.0,0.0,0.0,6.0,An intelligent agent operates in its environment by acting on information perceived from the environment and any existing applicable knowledge,3.0,4.0,3.0,4.0,,,GOOD,2.0,2.0,1.0,6.0,palyer A is very good playing,1.0,1.0,2.0,5.0,good playing pcam,3.0,2.0,2.0,6.0,player B is good playing,3.0,4.0,3.0,4.0,,,nice,30.0,91fa236a,829.65,45.29,52.95,58.45,89.9,28.78,39.74,87.74,1.0,1.0,1.5,1.0,1.5,0.0,1,1,0
127,276,17,1050764248,3.0,1.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0,3.0,3,2,2.0,The agent seemed to target blue ghosts.,1.0,1.0,0.0,0.0,1.0,0.0,5.0,"In nearly all of the examples, the ghosts were blue and Pacman was moving toward them.",2.0,There did not seem to be a consistent strategy. ,1.0,1.0,0.0,0.0,1.0,0.0,2.0,"I tried to choose what elements were focused on in the clips, but there didn't seem to be an overall strategy so it was difficult.",1.0,"In all cases, the agent immediately ate the power pill.",1.0,0.0,1.0,0.0,0.0,0.0,5.0,I chose what seemed to be the common elements of importance in all the clips. ,3.0,2.0,2.0,3.0,,,,1.0,1.0,1.0,6.0,"Player A had a clear direction and strategy, where B did not.",2.0,2.0,2.0,5.0,"Player B had a more focused strategy than A, which seemed to result in the most points gained. ",5.0,2.0,1.0,3.0,"I chose A because it seemed to have a more focused path, but neither seemed to be that good at accumulating points.",3.0,2.0,2.0,3.0,,,,30.0,143fa236c,749.4,52.48,77.86,85.36,82.78,64.02,80.9,100.27,2.0,1.0,1.5,1.0,1.5,0.0,0,1,0
130,94,17,1670923366,3.0,2.0,,0.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,9,3,1.0,"The AI Agent was focused on collecting power pills to turn the ghosts blue, then grabbing as many normal pills as they can.",0.0,1.0,1.0,0.0,1.0,0.0,7.0,"I came to my selections because during almost all these rounds, the ghosts were blue, so it seems that's what the AI was focused on doing as much as possible.",5.0,"The agent tried to go the opposite way of  the ghosts, rather than try to get pills quickly.",0.0,1.0,0.0,1.0,0.0,0.0,7.0,"Those characters are the most important because  the game was all about Pacman avoiding the ghosts as much as possible, and grabbing pills when they were able to.",1.0,"Collecting as many pills as possible, and not really watching out too much for the ghosts, and going slowly.",0.0,1.0,0.0,0.0,0.0,0.0,4.0,"I came to my selection because it seemed the AI was just focused on slowly collecting normal pills, and wasn't really too worried about speed or the ghosts.",5.0,5.0,1.0,,5.0,4.0,,1.0,1.0,1.0,7.0,"Player A collected a power pill and was able to turn the ghosts blue and they were also collecting normal pills very fast, while the other player was stalling quite a lot.",1.0,1.0,2.0,4.0,Player B was better at avoiding the ghosts at all costs than Player A was.,1.0,3.0,2.0,7.0,"Player B was going much faster while collecting the pills, while Player B was stalling a lot.",5.0,5.0,1.0,,5.0,3.0,,20.0,55ba220a,1269.41,41.37,95.59,581.07,85.9,57.23,37.25,52.85,-1.0,0.0,0.0,1.0,0.5,1.0,1,1,0
132,96,17,1129583388,3.0,1.0,,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,6,3,6.0,Eating a power pill.,1.0,0.0,1.0,0.0,0.0,1.0,5.0,PacMan eats the cherry he gets 100 points.,2.0,Less time to get more points.,1.0,0.0,1.0,1.0,0.0,0.0,6.0,"Pacman receives 200, 400, 800, 1600 points for each ghost it eats successively.",2.0,PacMan eats the cherry he gets 100 points.,1.0,0.0,0.0,1.0,0.0,1.0,5.0,PacMan eats the cherry he gets 100 points.,4.0,4.0,4.0,,4.0,4.0,no,1.0,1.0,1.0,5.0,Player A get more points.,1.0,-1.0,2.0,5.0,Playes B gets more points.,2.0,-1.0,1.0,5.0,Agents A get the ghost.,4.0,4.0,4.0,,4.0,4.0,no,20.0,34ea220a,1193.9,18.04,185.98,156.81,48.07,33.4,30.16,63.36,-1.0,0.0,0.0,0.0,1.5,1.0,0,1,0
134,98,17,1415842611,3.0,1.0,,0.0,4.0,0.0,,,,,,,5.0,2,3,1.0,"Tries to steer clear from the ghosts. Goes towards the power pills, if possible. I don't really think he is all that interested in the normal pills. I think the AI agent rather take risks when it comes to the power pills.",1.0,0.0,1.0,1.0,0.0,0.0,4.0,"I see Pacman mostly navigating or steering clear from the ghosts. It seems that if Pacman is near a power pill, he will quickly go for it.",1.0,"He goes wherever he wants, without much of a plan. Didn't really seem like there was much of a strategy.",1.0,0.0,0.0,0.0,0.0,0.0,5.0,Pacman just kind of stuck to itself.,3.0,"The AI agent tries take as many normal pills as he can. He also tries to go towards the power pills, if possible. ",0.0,1.0,1.0,0.0,0.0,0.0,4.0,I saw the Pacman going around eating normal pills and navigating towards the power pills.,2.0,2.0,4.0,,2.0,2.0,It was a little underwhelming. I don't really feel like I understand the strategies used by the AI agents.,1.0,1.0,2.0,1.0,Seems like Player B takes less risks.,1.0,1.0,2.0,2.0,I feel like Player A missed some opportunities. Kind of stuck around in an area for too long for no good reason.,1.0,1.0,1.0,2.0,"Player B seems to waste time by sticking to a corner of the map, instead of going to retrieve pills.",2.0,2.0,4.0,,2.0,2.0,,10.0,77ba220c,1067.99,32.28,166.61,91.23,143.52,63.13,76.86,95.71,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0
136,100,17,115781795,3.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,9,3,11.0,The AI agent's strategy was just to eat the pills while avoiding the ghosts.,1.0,1.0,0.0,1.0,0.0,0.0,5.0,"The AI agent was just moving around to eat the pills. There were power pills and cherries on the map at times, but the AI agent wasn't near it to eat it. So it was more focused on the regular normal pills.",2.0,The strategy is to eat the normal pills and to avoid the ghosts while going towards the cherry for additional points.,0.0,1.0,0.0,0.0,0.0,1.0,7.0,The pacman was eating normal pills and going towards the cherry and it had to try to outmaneuver the ghosts.,2.0,I believe that the AI agent's strategy was to stay in one spot in order to lure the ghosts to him so that he could move to the other side.,1.0,1.0,0.0,0.0,0.0,0.0,7.0,The AI agent chose to stay in one spot in order to lure the ghosts to pacman.,3.0,3.0,2.0,,4.0,4.0,I just watch that I got to see the whole clip of the game instead of cuts of it. It would have helped a lot more seeing the whole game and to analyze what the AI agent's strategy was.,1.0,1.0,1.0,6.0,Agent A seemed to have maneuvered better and to try to eat the pills. Agent B at times just stayed in one place.,2.0,1.0,1.0,5.0,I felt that agent A did a better job at trying to avoid the ghosts when agent b careless walked towards the ghost trying to eat pills.,1.0,2.0,2.0,6.0,Agent B moved around more trying to eat the normal pills.,3.0,3.0,2.0,,4.0,4.0,No further comments.,40.0,26aa220e,1685.66,82.97,297.05,142.96,169.17,125.0,93.55,51.92,0.0,0.0,0.0,0.0,-1.0,0.0,1,1,1
137,101,17,1276897970,3.0,1.0,,0.0,4.0,0.0,,,,,,,4.0,6,3,20.0,"The strategy here is that the agent is going for the power pills first while trying to avoid the ghosts. After getting the power pill, the agent will try to eat the blue ghosts.",0.0,0.0,1.0,1.0,1.0,0.0,6.0,"The video shows the path pacman takes based on the normal pills eaten and it shows that he is prioritizing the power pills. In one section, it shows him going for the blue ghost after getting the pill. In another section it shows him trying to get to a power pill and and avoiding a ghost by taking another path.",40.0,The strategy here is that the agent is only going straight for the power pills.,1.0,0.0,1.0,0.0,0.0,0.0,6.0,"In the video, the agent only went for the power pills and after getting them all he does nothing else.",13.0,The strategy here is that the agent is only going for the power pills and nothing else.,1.0,0.0,1.0,0.0,0.0,0.0,7.0,The path pacman is taking only leads straight to the power pills. After getting all of them he does nothing else.,5.0,5.0,3.0,,4.0,2.0,The green highlights didn't seem to help much.,1.0,2.0,1.0,6.0,Player A is getting points by getting the power pill and eating the blue ghosts. Player B only gets the power pills and nothing else.,12.0,7.0,2.0,5.0,Player B seems to do better since they go for the blue ghosts rather than just  the power pill. Player A just goes for the power pill and does nothing after getting them all.,3.0,7.0,2.0,5.0,Player B seems to do better at clearing out the board of normal pills and power pills so they might get more points.,4.0,3.0,3.0,,4.0,2.0,none,30.0,32aa220e,2001.37,57.73,358.99,566.77,184.53,102.31,238.36,134.51,2.0,1.0,0.0,1.0,0.5,0.0,1,1,0
138,102,17,1358592148,3.0,1.0,,0.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,6,3,1.0,"The AI seems to be going directly for the 10 point options, but it does prioritize eating ghosts.",0.0,1.0,1.0,0.0,1.0,0.0,7.0,"Pacman doesn't really need to be selected as that is itself, but it focused on getting pills, then the power pills to eat ghosts.",1.0,The AI seemed to focus on grabbing up any normal pills it could find. It located the normal pills and went after them immediately.,0.0,1.0,1.0,1.0,0.0,0.0,5.0,It didn't really seem to care much about the ghosts or power pills. It looked like it focused on the regular pills and avoiding ghosts.,2.0,The AI seemed to strictly go for the power pills only pretty much.,0.0,0.0,1.0,0.0,1.0,0.0,5.0,The AI didn't really focus on just getting normal pills. It seemed to only focus on areas there were power pills and then go after ghosts quickly.,5.0,4.0,3.0,,5.0,5.0,no,1.0,1.0,1.0,7.0,"Player A seemed to have control over the Pacman. A seemed to play the game as it was intended. It did seem to favor the power pills, but it was grabbing up normal pills in the process. It did even land a few ghosts in the search for power pills.
B seemed to just be lost. It had a one track mind that only was searching for power pills only and was missing the main point of the game of collecting all the main pills to advance to the next stage.",1.0,1.0,2.0,5.0,Both player A and B did well. They both mixed up their knowledge of the game and went for about one of everything. There wasn't much focus on one thing or another. B seemed to be faster at the choices it was making. Only at the end I felt A lost it. It was having a hard time detecting the normal pills next to itself when it landed itself in a blank area.,1.0,1.0,2.0,7.0,The field of view for B seems to be larger. It isn't stuck to such a small area to detect where pills are at. It does seem to hunt down normal pills easily. A seemed to be just about as good though. This one was the hardest of the choices so far.,5.0,5.0,3.0,,4.0,5.0,no,20.0,174da220d,771.99,38.43,83.3,75.53,67.1,105.26,94.05,78.8,0.0,1.0,0.0,1.0,0.0,1.0,1,1,0
140,104,17,1887854499,4.0,2.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1,3,2.0,Eat the power pills.,1.0,0.0,1.0,0.0,0.0,0.0,4.0,Pacman kept going towards the power pills.,1.0,The AI agent's strategy was to avoid the ghosts.,1.0,0.0,0.0,1.0,0.0,0.0,5.0,Pacman avoided ghosts and also avoided the blue ghosts. It wasn't focused on taking normal or power pills either.,2.0,The AI agent focused on getting more normal pills than taking power pills or ghosts.,1.0,1.0,0.0,0.0,1.0,0.0,3.0,I noticed the agent chose the direction opposite of the blue ghosts and chose to take normal pills instead.,3.0,2.0,4.0,,3.0,1.0,no,1.0,3.0,1.0,4.0,Agent B made some decisions that I don't understand.,1.0,1.0,2.0,5.0,Agent A made unnecessary back and forth movements.,1.0,1.0,1.0,5.0,Agent B doesn't seem interested in getting higher points by eating blue ghosts.,3.0,2.0,4.0,,3.0,2.0,no,30.0,145fa220e,1102.46,81.16,88.16,92.65,173.99,122.8,88.46,77.88,-1.0,0.0,0.5,0.0,2.0,1.0,0,1,0
144,108,17,760811517,2.0,1.0,,0.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6,3,1.0,This agent went aggressive. It seemed to want to focus on eating ghosts instead of aiming for pills. Multiple scenes of the ghosts being or already being eaten. And a lot of scenes of the ghosts being in the blue ghost state.,0.0,0.0,1.0,1.0,1.0,0.0,7.0,Most of the shots were of the ghosts in the blue state.,4.0,Again pretty standard stuff. And playing passively. But seemed like the agent wanted to take more risks by going closer to the ghosts. Even using the power pills to make them not threatening but not exactly aiming for them as well.,1.0,1.0,1.0,0.0,0.0,0.0,7.0,Since the agent wasn't trying to eat the ghosts it must want to gets it's point through pills.,4.0,He seemed to play the game pretty normally. Nothing too out of the ordinary except in one scene he was running into the wall. He seemed to play more passively instead of focusing on eating the ghosts.,1.0,1.0,1.0,0.0,0.0,0.0,6.0,The agent seemed to try and avoid ghosts more than go on the offence. So that means he was focusing on collecting points through pills.,5.0,5.0,2.0,,5.0,5.0,No.,1.0,1.0,1.0,7.0,A is the well rounded agent. Gets pills and gets ghosts. Also doesn't seem as indecisive. And didn't get caught in any scenes.,3.0,1.0,2.0,5.0,Cleaner play on agent B. Less mistakes.,1.0,1.0,2.0,7.0,It seems to play the game better. Goes for pills and ghosts. Not as indecisive.,5.0,5.0,2.0,,5.0,5.0,No.,30.0,198ea2214,954.86,34.61,108.37,136.19,236.64,111.15,48.57,67.88,1.0,1.0,0.0,1.0,0.0,0.0,1,1,0
147,111,17,1830467496,3.0,1.0,,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7,3,1.0,Only considering the closest objects to pacman,1.0,1.0,0.0,1.0,0.0,0.0,4.0,The highlighted portion follows pacman,2.0,Avoid the ghosts,1.0,1.0,0.0,1.0,0.0,0.0,2.0,"The ghosts were highlighted and the pacman seemed scared of them, backed into a corner, in one of the clips",1.0,Go for the power pills,1.0,0.0,1.0,1.0,0.0,0.0,2.0,"The pacman focused on going for the power pill, then stopped moving after grabbing one",2.0,2.0,4.0,,1.0,2.0,,1.0,1.0,1.0,6.0,Player B stayed stationary for long portions,1.0,1.0,2.0,6.0,Player B avoided ghosts better and grabbed points quicker,1.0,1.0,2.0,4.0,The pacman a would stay stationary for long portions of time,3.0,3.0,4.0,,2.0,4.0,,40.0,41ba222a,485.77,29.58,54.42,73.4,51.11,24.74,30.54,34.6,1.0,1.0,0.0,0.0,1.5,1.0,1,1,0
149,95,17,2141819360,3.0,1.0,,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,4,4,13.0,"A more aggressive strategy, Eating and chasing the ghost when vulnerable.",1.0,1.0,1.0,0.0,1.0,0.0,2.0,"Many Areas highlighted, AI ""Looks around"", focusses on the ghosts. Many situations where ghosts are blue and eaten",9.0,"Also aggressive strategy, tries Eating multiple ghost in a row. Maybe more high-score-orientated.",1.0,0.0,1.0,0.0,1.0,0.0,5.0,Focus is mostly on blue ghosts and pacman himself. ,5.0,Stay in the Corners and Focus on the immediate surroundings,1.0,1.0,1.0,0.0,0.0,0.0,6.0,"The highlighted Areas are around pacman itself, never somewhere else",3.0,3.0,2.0,,2.0,5.0,Videos too short and too fast. Additional information would be good.,1.0,1.0,1.0,4.0,"Player B stays in the Corners, not Eating ghosts.",6.0,3.0,1.0,3.0,"seemed more succesful, Eating ghosts in a row",2.0,1.0,2.0,6.0,"Player B Looks around the map, eats ghosts. Player A stays in the Corners, self-centered",3.0,2.0,1.0,,3.0,4.0,,40.0,37aa21c1,2097.18,85.75,306.75,338.5,332.65,96.48,192.34,100.23,1.0,1.0,0.0,0.0,1.5,0.0,1,1,1
150,96,17,1709611248,2.0,1.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2,4,2.0,it was trying to eat as many ghost as it could,0.0,0.0,0.0,0.0,1.0,0.0,5.0,i saw the pacman go for the blue ghost the most,2.0,it was trying to get the power pills so that it could eat the ghost.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,the ai was always trying to get the power pills first so that it could eat the ghost,1.0,to get as many power pills as possible,0.0,0.0,1.0,0.0,0.0,0.0,7.0,every clip i saw was showing the pacman going for the power pill and then it would turn around,4.0,4.0,2.0,,4.0,4.0,fun and cool survey,2.0,1.0,1.0,7.0,The other player did not go for any of the ghost which get you the most points. Player A had more points because it went for the blue ghost.,1.0,1.0,1.0,7.0,player A had more points and you want more points when playing this game. player A went for the blue ghost more often,1.0,1.0,2.0,7.0,Player B had way more points because it went for the blue ghost while player A only was going for the power pills.,4.0,4.0,1.0,,4.0,4.0,this was very fun and cool,30.0,79da21ca,1009.11,42.72,97.15,113.74,72.64,142.55,92.89,91.49,1.0,1.0,1.0,1.0,-0.5,0.0,1,1,1
151,97,17,1391761301,4.0,1.0,,0.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5,4,3.0,The agent seemed to be paying attention to the area directly in front of it and partly to the areas directly to each side. It seemed to do what it thought was necessary right in it's immediate vicinity.  ,1.0,1.0,0.0,0.0,1.0,0.0,5.0,The agent seemed to be very interested in eating the blue ghosts and normal pills as opposed to anything else that I saw.,1.0,The AI seemed to be confused at first and then went to eating the regular pills as well as power pills and then the blue ghosts. It seemed to progress in that fashion.,0.0,1.0,1.0,0.0,1.0,0.0,6.0,The clip showed the pacman eating regular pills then eventually power pills and blue ghosts.,1.0,The strategy of the AI seemed to be to eat the power pills to a great extent.,1.0,0.0,1.0,0.0,0.0,0.0,6.0,The pac man really was only shown eating power pills and the smaller pills directly near them.,3.0,2.0,3.0,,2.0,2.0,The heat maps really did not show much in my opinion it seemed like they were just right around the pacman's general area and really had no bearing on what the pacman did or were it wanted to go.,1.0,1.0,1.0,7.0,"Player A not only ate the Power pills, it also ate regular pills and blue ghosts, causing a higher score, where player B just seemed to eat power pills.",1.0,1.0,2.0,5.0,"Player A was consistently going after power pills and blue ghosts maximizing points, and even though it died, it still showed a more thorough grasp of what it was supposed to do as opposed to player A.  ",1.0,1.0,2.0,3.0,"At first, player B shows some issues on where to go but by the end of the clip is maximizing the points it earns by eating regular pills power pills and blue ghosts. Player A is just eating power pills and not really maximizing points.",3.0,2.0,3.0,,3.0,2.0,"Once again I am not sure the heat maps area good indicator of anything, and I would like to see more of the players performance to get a better understanding of how the agents play.",40.0,83ba21ca,1186.22,52.75,207.32,156.38,94.98,97.99,129.03,117.12,2.0,1.0,1.5,1.0,0.0,0.0,1,1,0
153,99,17,1138593938,4.0,1.0,,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1,4,2.0,The strategy of this agent seems to be more aggressive than the previous two. It seems mostly concerned seeking out and eating the ghosts after consuming power pills. This agents seems intent on winning the round quickly,1.0,0.0,1.0,0.0,1.0,0.0,4.0,"The agent eats several ghosts in these clips. It doesn't seem intent on avoiding the ghosts. To me, clearly this agent is aggressive.",5.0,"The strategy initially is to hide at the bottom and basically just stay away from the ghosts. In this second short clip, he is eating the ghosts. In the third and fourth clips, Pacman is simply eating pellets. In the last frame he is eating ghosts. When he eating the ghosts, it's an indication that he is relying on going after the power pellets on the screen. The strategy must be to seek out the power pellets so that the Pacman agent can go after the ghosts",1.0,0.0,1.0,0.0,1.0,0.0,2.0,"When the Pacman agent is eating the ghosts, then the strategy has clearly been to seek out the power pellets on the screen. ",1.0,"The strategy of this Pacman agents seems to be to mainly avoid the ghosts as it eats the normal pills on the screen. Although it can be seen eating a power pill, the clip still does not show Pacman seeking out and eating the ghosts. ",1.0,1.0,1.0,0.0,0.0,0.0,3.0,"Since the Pacman agent doesn't seem to be seeking out and eating the ghosts, I concluded that it is mainly concerned with avoiding the ghosts while it eats the normal pills on the screen. ",4.0,4.0,3.0,,4.0,3.0,no,1.0,1.0,1.0,5.0,"Agent A seems to take advantage more effectively of eating the power pills than Agent B. After eating the power pills, A seeks out the ghosts, while B does not. A has a more effective strategy ",1.0,1.0,2.0,4.0,"I feel like this one is a close call. Both agents seem to play the game almost equally effective. I'm going with B, as it seems slightly more aggressive. But I might be wrong. ",1.0,1.0,2.0,5.0,"I like that agent B seems to have a slightly more aggressive approach to the game. Agent A seems content on simply eating the normal pills and avoiding ghosts. I like that Agent B is shown consuming the normal and power pills, AND going after the ghosts (to get more points)",4.0,3.0,3.0,,4.0,3.0,no,40.0,170aa21cc,1844.13,75.07,173.38,480.06,209.85,111.35,107.95,141.06,1.0,1.0,1.5,1.0,1.5,0.0,1,1,0
154,100,17,253565907,3.0,1.0,,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6,4,2.0,eat as many normal pills as possible ,0.0,1.0,1.0,0.0,1.0,0.0,5.0,the ai got the normal pills first then power pill and eat some ghosts,2.0,eat the power pills and eat the ghosts for more points,1.0,0.0,1.0,0.0,1.0,0.0,7.0,the ai eat the power pills and then went for the blue ghosts,2.0,get the power pills first ,1.0,0.0,1.0,0.0,0.0,0.0,7.0,because in the video the power pills got eaten first,3.0,2.0,3.0,,3.0,4.0,enjoyed it,2.0,2.0,1.0,5.0,Player A used more of the game space,1.0,1.0,2.0,7.0,Player b seems more focus on getting more points,1.0,1.0,2.0,6.0,Player B was more focused on the normal pills,3.0,3.0,2.0,,4.0,4.0,good,30.0,78da21cb,1213.68,76.83,97.51,103.18,149.19,107.1,78.1,73.91,2.0,1.0,0.0,1.0,1.5,0.0,1,1,0
155,101,17,500228672,5.0,1.0,,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,5,4,2.0,"To eat Blue ghosts, wait until they're nearby before eating the power pills",1.0,0.0,1.0,0.0,1.0,0.0,7.0,It eats up the blue ghost before eating the power pill,4.0,"To eat more ghosts, wait until they're nearby before eating the power pills",0.0,1.0,1.0,1.0,0.0,0.0,6.0,Iy moved all the way to eat more ghosts before eating the power pill,7.0,Turns back after eating the power pill,1.0,1.0,1.0,0.0,0.0,0.0,5.0,I discovered Pacman turns back immediately eating the power pill,4.0,3.0,1.0,,4.0,4.0,,1.0,1.0,1.0,3.0,Player A eats up more ghost,-1.0,-1.0,2.0,5.0,No idea,2.0,3.0,2.0,6.0,"To eat more ghosts, wait until they're nearby before eating the power pills",3.0,2.0,2.0,,4.0,2.0,,40.0,36ea21cc,1657.95,32.15,118.2,164.91,380.45,49.12,38.89,374.6,1.0,1.0,1.5,1.0,0.0,1.0,1,1,0
158,104,17,314104341,3.0,1.0,,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6,4,5.0,The strategy of the AI agent was to eat the power pill and then go after the ghosts.,1.0,0.0,0.0,0.0,1.0,0.0,7.0,The green heatmap was constantly on pacman. The AI agent went on to go after the ghosts for more points.,1.0,The AI agent was focused on getting the power pill and then chasing down the ghosts.,1.0,0.0,0.0,0.0,1.0,1.0,7.0,The gameplay and heatmap focused on those areas.,1.0,The AI agent avoided the ghosts and prioritized the power pills.,1.0,0.0,1.0,0.0,0.0,0.0,7.0,The green heatmap focused on those 2 things. The gameplay showed the rest.,4.0,3.0,2.0,,4.0,5.0,No comments,1.0,1.0,1.0,5.0,I actually saw player A eat 2 ghosts and accumulate points.,2.0,1.0,2.0,5.0,Player B seemed to have eaten more ghosts. There were more blue ghosts in the center box.,1.0,1.0,2.0,5.0,Player B seemed to have more pills eaten than A. I think both had the same amount of ghosts.,4.0,4.0,2.0,,3.0,2.0,No comments,40.0,142da21cd,922.96,58.72,180.35,77.76,104.49,88.95,71.5,74.17,2.0,1.0,2.0,1.0,1.5,0.0,1,1,0
160,106,17,1067017888,5.0,2.0,,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7,4,1.0,Getting power pill and eating ghosts,0.0,0.0,1.0,0.0,1.0,0.0,7.0,The Ai would go after the power pills and then chase down the ghosts to eat them,1.0,I think it was his surroundings. It did not think to much in the future as to where it was going to go next. It was all right around itself,0.0,1.0,0.0,0.0,1.0,0.0,7.0,I wouuld plan ahead and watch where the ghosts were. The Ai was not. It was just worried about what was around him at that time.,1.0,This Ai wanted to get the power pill.,0.0,0.0,1.0,0.0,0.0,0.0,7.0,All the AI did was go after the power pill.,5.0,5.0,1.0,,5.0,5.0,,1.0,1.0,1.0,7.0,AI A was playing very efficiently by eating power pills and eating ghosts while AI B was only eating the power pills.,2.0,1.0,2.0,7.0,AI A seemed like it wasnt sure what to do next. AI B was driven and went right after the ghosts and kept moving.,1.0,1.0,2.0,7.0,"AI A was only eating the power pills but not eating the ghosts to get them out of his way. AI B was actually trying to clear the board, eating ghosts and everything in its path.",5.0,5.0,1.0,,5.0,5.0,,20.0,53ca21d1,1177.96,175.1,63.94,136.83,74.54,68.99,102.02,85.64,1.0,1.0,0.5,1.0,0.5,0.0,1,1,0
162,108,17,2093125023,2.0,1.0,,0.0,2.0,0.0,,,,,,,5.0,7,4,1.0,used the best strategy to avoid loosing and being ate.,1.0,0.0,1.0,0.0,1.0,0.0,2.0,from what i read and how i feel and understand.,1.0,it used the best strategy to avoid being ate.,1.0,0.0,0.0,0.0,1.0,0.0,2.0,from what i understood from reading.,1.0,it used the best strategy to avoid being ate.,1.0,1.0,0.0,0.0,0.0,0.0,1.0,from what i read.,1.0,1.0,3.0,,3.0,4.0,no,-1.0,-1.0,1.0,5.0,i liked how they moved and they seemed to be better at it.,2.0,2.0,2.0,2.0,seemed to understand and know what it was doing.,-1.0,-1.0,1.0,2.0,i like how they moved.,5.0,3.0,5.0,,4.0,5.0,no,20.0,126aa21da,1034.36,25.0,100.84,32.26,290.91,29.05,33.38,15.59,0.0,0.0,1.5,1.0,2.0,0.0,0,1,0
